Latitude,Longitude,PlayCount
38.0464066,-84.4970392,1.0
51.5696734,-0.0156809,471.0
40.7999998,-96.6678212,2.0
38.7077926,-9.1365069,1.0
33.9173148,-102.3249021,2.0
39.613321,-105.0166497,1.0
53.4054719,-2.9805392,38.0
-35.32195485,146.810388405297,1.0
45.3138959,9.503263,1.0
51.5073219,-0.1276473,822.0
33.7774658,-118.188487,39.0
40.3042778,-73.9923595,7.0
32.5007038,-94.740489,1.0
34.0543942,-118.2439408,507.0
34.10815355,-118.289935811004,
37.226611,-121.9746796,55.0
30.8703881,-92.0071259,1.0
38.2542376,-85.7594069,22.0
52.4766308,1.7537638,1.0
33.5778631,-101.8551664,4.0
55.7029296,13.1929449,1.0
51.89107295,-0.423030307620178,15.0
39.5847835,-83.6496441,3.0
49.8419505,24.0315968,
45.7578137,4.8320114,23.0
32.8406946,-83.6324021,5.0
43.074761,-89.3837612,1.0
40.4167047,-3.7035824,21.0
39.6594496,2.986239,1.0
55.6052931,13.0001566,1.0
53.4791301,-2.2441008,150.0
40.7902778,-73.9597221,10.0
49.4895914,8.4672361,3.0
43.4057279,5.0548176,1.0
39.5162234,-76.9382068,15.0
35.38282125,0.153500459316213,1.0
-40.9489828,175.6597354,1.0
31.2437872,-90.4531535,32.0
42.3294391,-88.4605712,2.0
40.2101972,-77.0047275,2.0
33.7389957,-84.3985381,32.0
-37.8142175,144.9631608,23.0
35.1490215,-90.0516284,82.0
33.436188,-111.586066076293,24.0
42.7262016,-71.1908923,1.0
25.7742658,-80.1936588,4.0
54.5760419,-1.2344046,59.0
41.549566,-72.6515599185185,8.0
43.6155825,-84.2472116,1.0
44.9772995,-93.2654691,16.0
32.9715645,-89.7348496,7.0
62.75091365,7.35477450446941,1.0
25.63978365,-100.293101529066,1.0
-34.9059038,-56.1913568,
32.3669656,-86.3006484,26.0
45.5087928,-73.5539819,54.0
38.478504,-107.8777768,1.0
32.6876455,-93.9610149,
40.8364845,-74.4781884405151,2.0
55.7516335,37.6187042,1.0
52.4473204,-1.8887845,2.0
64.14604315,-21.5689901156864,2.0
55.7516335,37.6187042,1.0
48.1371079,11.5753822,13.0
35.9155165,-86.4446933327789,1.0
43.2341813,-86.248392,5.0
51.9501317,7.61330165026119,2.0
59.29973065,18.2248628533484,15.0
41.2657181,-70.0683143,1.0
42.7653662,-71.4675659,1.0
36.1622296,-86.774353,30.0
50.2614798,14.2988105,25.0
29.8774395,-98.7953067,
52.2379891,5.53460738161551,139.0
38.2856247,-85.8241311,1.0
51.476356,-0.0326913,1.0
41.3082138,-72.9250517,2.0
45.0380201,-93.3866184,4.0
40.0757384,-74.4041621,1.0
51.4053347,-0.2634065,2.0
29.9499323,-90.0701155,11.0
-31.8759834,147.2869493,2.0
49.2067004,-122.9108977,3.0
40.7305991,-73.9865811,227.0
40.735657,-74.1723666,7.0
54.9770924,-1.6142058,13.0
51.5882332,-2.9974966,3.0
37.016827,-76.4505195,7.0
37.645058,138.7674345,
18.2970016,-77.2811942,1.0
31.19593735,-111.018709304831,5.0
52.69012615,4.95206337708219,1.0
50.5293986,3.08846316102365,1.0
52.666667,1,1.0
35.2225717,-97.4394815,2.0
40.121497,-75.3399047,1.0
52.2385239,-0.9024929,1.0
54.65688285,-6.5634352096912,7.0
53.2602539,-2.5145103,1.0
41.1175966,-73.4078967,19.0
52.9549771,-1.1511065,18.0
35.698133,-89.4081279,2.0
37.8044557,-122.2713562,16.0
39.2776156,-74.5746,1.0
46.4846121,30.7325586,6.0
40.2253569,-82.6881394,4.0
35.4729886,-97.5170535,15.0
41.2587317,-95.9378731,45.0
43.5630557,-1.4511578,18.0
50.0000002,-86,1.0
33.7500378,-117.870493,1.0
28.5421175,-81.3790461,4.0
59.9132694,10.7391112,14.0
52.2668373,8.0497412,1.0
51.752225,-1.2583027,29.0
36.6467816,-92.4575197,2.0
51.5163047,-0.1792422,
55.8481954,-4.4249328,29.0
33.7288179,-116.382571,45.0
37.442156,-122.1634471,31.0
48.8566101,2.3514992,17.0
34.1476452,-118.1444778,17.0
40.8567663,-74.1284763,1.0
38.0772859,-89.3760498,1.0
-31.952712,115.8604796,20.0
39.9523993,-75.1635898,27.0
33.4485866,-112.0773455,4.0
51.5968712,-0.3770141,14.0
40.4416941,-79.990086,25.0
41.623191,-88.2284324789042,1.0
34.0553813,-117.7517495,31.0
45.9562503,12.6597197,2.0
29.8988258,-93.9287814,74.0
45.5202471,-122.6741948,15.0
-30.0282657,-51.2284269,1.0
53.5304274,-2.2960185,13.0
41.8239891,-71.4128342,1.0
51.7855428,11.1519933,2.0
40.6524927,-73.7914213158161,83.0
35.7804015,-78.6390778,4.0
53.648383,-2.3156959,14.0
45.0165728,-93.09495,7.0
33.640855,-117.6031039,2.0
47.3523235,-121.983725,1.0
51.4580216,-0.9673726,2.0
-8.064193,-34.8781516,2.0
40.3470543,-74.0643064,3.0
64.145981,-21.9422366,61.0
41.9268754,-73.9126638,5.0
38.7060457,-88.0949351,3.0
37.5385087,-77.4342799,2.0
52.1911407,9.0779837,2.0
-22.9110136,-43.2093726,2.0
36.6478735,-90.8887905,38.0
32.7219973,-84.0130925,1.0
42.2713945,-89.0939659,2.0
39.0840054,-77.1527572,4.0
35.9423833,-77.7956948,30.0
36.3781607,-95.6190888,1.0
41.8935085,12.4825526,39.0
42.802808,-83.0129873,2.0
44.73726765,10.5765471384843,1.0
47.2248606,39.7022857,2.0
52.3726682,-1.2620037,1.0
32.5232053,-92.6379269,17.0
38.5815719,-121.4943995,24.0
13.24871085,-59.5758541634242,1.0
18.053845,-77.7828258557235,2.0
48.5232,-1.3237499,1.0
16.187637,-15.2954314,1.0
45.4401467,4.3873058,
53.4877463,-2.289192,30.0
51.0736612,-1.7951175,1.0
13.8000382,-88.9140682,4.0
33.4270275,-117.6124178,7.0
32.7174209,-117.1627713,30.0
37.7792808,-122.4192362,175.0
37.3361905,-121.8905832,1.0
29.8826436,-97.9405827,14.0
59.9393657,30.3153628,1.0
34.4098107,-119.6970238,2.0
36.9746099,-122.0294258,2.0
34.0195598,-118.4869738,6.0
-33.4377967,-70.650445,2.0
43.8519774,18.3866868,30.0
51.530018,46.0346846,1.0
32.0835407,-81.0998341,2.0
40.4592726,-74.3609821,8.0
47.6038321,-122.3300623,248.0
50.1456208,-96.8788002,1.0
35.8047065,-83.52919,1.0
51.3340438,-0.5276443,2.0
53.3806626,-1.4702277,582.0
51.6391001,5.3515392,1.0
51.16055165,4.1574550682489,15.0
51.6570639,-3.8469046,1.0
37.6870584,-81.3314914,3.0
51.083333,-2.9999999,2.0
34.0328791,-95.6971902,1.0
41.6833813,-86.2500065,
41.7206468,-74.634327,1.0
7.4687433,-73.5563782,1.0
40.7474966,-74.2635375,2.0
-33.8213399,150.9687481,1.0
50.9025349,-1.4041889,9.0
51.6281547,-0.1235959,4.0
34.9498007,-81.9320156,1.0
49.3165553,8.433615,2.0
39.7989763,-89.6443687,3.0
43.1654193,-79.2391708,4.0
54.6276885,-2.8416284,2.0
39.7686055,-94.8466321,2.0
38.6272733,-90.1978888,5.0
52.8063157,-2.1163817,93.0
40.5834557,-74.1496047,1.0
36.1156306,-97.0585716,5.0
59.3251172,18.0710935,56.0
37.9577016,-121.2907795,42.0
53.0162014,-2.1812606,1.0
40.9256538,-73.1409429,3.0
42.1872062,-93.5957712,16.0
52.1923414,-1.7057876,12.0
51.4267658,-0.0523876,1.0
-33.8548156,151.2164539,87.0
-23.5506506,-46.6333823,3.0
16.8489552,-24.9723882380736,1.0
25.0375167,121.5637,2.0
27.9477595,-82.4584439,10.0
32.0804808,34.7805274,1.0
35.7730076,-86.282008,1.0
31.8160381,-99.5120985,1.0
40.8527855,-73.8390537935388,11.0
52.0799838,4.3113461,2.0
40.6403167,22.9352716,
51.23730255,-1.66154790930385,11.0
48.4760636,-81.3283354,1.0
34.2255804,139.294774527387,
39.9537359,-74.1979575,4.0
39.0490111,-95.6775556,18.0
43.6529206,-79.3849007,60.0
33.8358492,-118.3406287,1.0
51.5976955,-0.0672891,5.0
40.6065826,-3.7065332,1.0
69.6492969,18.9548489,5.0
63.4305658,10.3951929,1.0
35.8697822,-96.9639172,10.0
32.2217422,-110.9264758,6.0
36.1556805,-95.9929112,3.0
34.6399136,-90.3623832,1.0
34.2634615,-88.7250268095951,22.0
45.0709201,7.685972,46.0
39.1501662,-123.207786,1.0
59.517164,17.9164192,1.0
44.0858961,41.9722557,1.0
43.1009031,-75.232664,5.0
52.08095165,5.12768031549829,
34.1866581,-118.4487289,1.0
49.2608944,-123.1139382,13.0
-33.7454025,-61.9681076,1.0
31.0847886,-93.2003581,1.0
32.3528418,-90.8777341,1.0
37.1232245,-78.492772,7.0
36.8529841,-75.9774182,17.0
54.9911912,-1.5342041,2.0
51.4570271,-0.1932606,59.0
-36.2510281,142.3953525,
40.8442828,-90.6168407,1.0
53.40180345,-2.56803697272251,3.0
40.8501001,-73.9354148,1.0
36.29885175,-82.3591932141095,23.0
61.5828234,-149.4380984,1.0
34.20565,-85.4891257,2.0
43.4655524,-80.5217785,1.0
50.3290749,7.3135216,11.0
51.5531547,-0.2957561,1.0
52.5186579,-1.9923113,1.0
51.546746,-0.190760357096664,2.0
40.7556561,-73.5876272,38.0
42.1250929,-72.749538,1.0
51.4973206,-0.1371489,1.0
42.125144,-87.9293051484051,
41.0339862,-73.7629096,2.0
38.5812307,-76.9496951,
51.5186227,-0.0620806,5.0
33.9748932,-118.0336974,3.0
37.6922361,-97.3375447,2.0
35.023425,-90.6848306,1.0
48.2083537,16.3725042,16.0
53.5457188,-2.6264623,17.0
42.0770909,-87.7238935,3.0
39.7459468,-75.5465889,3.0
51.4253863,-0.2174491,1.0
50.7995189,-1.9873389,1.0
39.1857762,-78.1631433,1.0
42.3032758,-83.028511,2.0
49.8833343,-97.166674,3.0
54.8059417,-1.6362241,5.0
52.5847651,-2.1275669,5.0
52.0940952,1.3201301,10.0
30.7749415,-94.4243317938082,2.0
53.30488,-1.1235719,4.0
49.79245,9.9329662,1.0
11.65252815,13.4153849307157,4.0
17.05943415,96.1133895527121,5.0
55.4329849,13.8196555,1.0
45.8131545,15.9770298,
41.6521342,-0.8809427,1.0
50.7185043,12.4939267,3.0
58.8020471,8.32574780035101,1.0
41.0096334,28.9651646,7.0
38.4153421,27.144474,9.0
