id,name,type,begin_area_id,begin_area_name,area_id,area_name,place_id,place
845bf214-df0a-4d2f-bbb2-d017acee3f5b,Colapesce,Person,,,c6500277-9a3d-349b-bf30-41afdbf42add,Italy,c6500277-9a3d-349b-bf30-41afdbf42add,Italy
078a9376-3c04-4280-b7d7-b20e158f345d,A Perfect Circle,Group,,,1f40c6e1-47ba-4e35-996f-fe6ee5840e62,Los Angeles,1f40c6e1-47ba-4e35-996f-fe6ee5840e62,Los Angeles
d44d63b8-3da4-4f7d-aba1-a05ba8941b44,The Twilight Sad,Group,a4db78eb-4e97-489b-8f6b-33c8ccbe1295,Kilsyth,8a754a16-0027-3a29-b6d7-2b40ea0481ed,United Kingdom,a4db78eb-4e97-489b-8f6b-33c8ccbe1295,Kilsyth
32efea44-6cb5-4b4f-bdaa-c8b8f6cef981,Manic Street Preachers,Group,9595a08b-d186-4a13-8ea3-dee089f31b93,Blackwood,8a754a16-0027-3a29-b6d7-2b40ea0481ed,United Kingdom,9595a08b-d186-4a13-8ea3-dee089f31b93,Blackwood
61ed9c9c-79eb-4e8f-8015-bd599ac0ab49,Katatonia,Group,1127ddc2-eab3-4662-8718-6adbdeea3b10,Stockholm,23d10872-f5ae-3f0c-bf55-332788a16ecb,Sweden,1127ddc2-eab3-4662-8718-6adbdeea3b10,Stockholm
3599a39e-4e10-4cb5-90d4-c8a015ebc73b,Portugal. The Man,Group,ae9928e3-ed81-4bf6-b111-c88fee5bc5ac,Wasilla,489ce91b-6658-3307-9877-795b68554c98,United States,ae9928e3-ed81-4bf6-b111-c88fee5bc5ac,Wasilla
0a389268-6fd8-4f8c-ab6e-0dba5ecec66b,The Flower Kings,Group,,,23d10872-f5ae-3f0c-bf55-332788a16ecb,Sweden,23d10872-f5ae-3f0c-bf55-332788a16ecb,Sweden
6a997121-0919-482b-a91b-c6fe1b55a4b9,James Bay,Person,93c74419-8556-418f-ba42-b2fb4f5b8671,Hitchin,8a754a16-0027-3a29-b6d7-2b40ea0481ed,United Kingdom,93c74419-8556-418f-ba42-b2fb4f5b8671,Hitchin
277e21a9-2d64-452d-96c4-2d23a7af5891,Mr. Bungle,Group,2e1017b6-7584-4e7a-90ac-63e9d01cc0ad,Eureka,489ce91b-6658-3307-9877-795b68554c98,United States,2e1017b6-7584-4e7a-90ac-63e9d01cc0ad,Eureka
4d58b0cc-5260-4cc9-a6ce-46a0a9641d29,Bokka,Group,,,,,,
222f84b3-a741-44c3-86ac-db4959a5c5af,Spain,Group,,,489ce91b-6658-3307-9877-795b68554c98,United States,489ce91b-6658-3307-9877-795b68554c98,United States
