Artist,Artist mbid,Album,Album mbid,Track,Track mbid,Date,Duration
White Denim,42e49814-6058-431c-80e2-a3aab424060d,Corsicana Lemonade,bc4cacb3-962e-4522-a30e-6b428524da61,Let It Feel Good (My Eagles),,2016-05-17 17:29:07,224546.0
White Denim,42e49814-6058-431c-80e2-a3aab424060d,Corsicana Lemonade,bc4cacb3-962e-4522-a30e-6b428524da61,Distant Relative Salute,276542ef-9328-4614-b74f-0df1d3f96bf9,2016-05-17 17:25:50,196946.0
White Denim,42e49814-6058-431c-80e2-a3aab424060d,Corsicana Lemonade,bc4cacb3-962e-4522-a30e-6b428524da61,Come Back,6fe1f979-bef4-407c-a109-8788be1a0962,2016-05-17 17:22:31,199000.0
White Denim,42e49814-6058-431c-80e2-a3aab424060d,Corsicana Lemonade,bc4cacb3-962e-4522-a30e-6b428524da61,New Blue Feeling,bd0752d0-bb2d-4fee-a3c3-d7aee8af08be,2016-05-17 17:19:12,198880.0
White Denim,42e49814-6058-431c-80e2-a3aab424060d,Corsicana Lemonade,bc4cacb3-962e-4522-a30e-6b428524da61,Limited By Stature,42dfd5c8-ee58-4a5c-bf41-7c40f5dafcaf,2016-05-17 17:16:42,149560.0
White Denim,42e49814-6058-431c-80e2-a3aab424060d,Corsicana Lemonade,bc4cacb3-962e-4522-a30e-6b428524da61,Corsicana Lemonade,5d9dc800-83f9-48a9-82c0-7ef62cbe0638,2016-05-17 17:13:22,200120.0
White Denim,42e49814-6058-431c-80e2-a3aab424060d,Corsicana Lemonade,bc4cacb3-962e-4522-a30e-6b428524da61,At Night in Dreams,84c3af1c-0531-4680-8fe2-670c37240704,2016-05-17 17:09:19,244346.0
First Breath After Coma,,The Misadventures Of Anthony Knivet,,Almadraba,,2016-05-17 17:01:59,354506.0
First Breath After Coma,,The Misadventures Of Anthony Knivet,,Andro,,2016-05-17 16:52:06,93640.0
First Breath After Coma,,The Misadventures Of Anthony Knivet,,Apnea,,2016-05-17 16:46:26,339413.0
First Breath After Coma,,The Misadventures Of Anthony Knivet,,Dead Men Tell No Tales,,2016-05-17 16:41:54,272506.0
First Breath After Coma,,The Misadventures Of Anthony Knivet,,Knivet,,2016-05-17 16:37:54,239733.0
First Breath After Coma,,The Misadventures Of Anthony Knivet,,Skáphos,,2016-05-17 16:36:29,85026.0
First Breath After Coma,,The Misadventures Of Anthony Knivet,,Escape,,2016-05-17 16:29:58,298693.0
First Breath After Coma,,The Misadventures Of Anthony Knivet,,Punch The Air,,2016-05-17 16:25:20,277960.0
First Breath After Coma,,The Misadventures Of Anthony Knivet,,Shoes for Man with No Feet,,2016-05-17 16:21:34,227746.0
Yuma Sun,,Hell,,Away Satan,,2016-05-17 14:30:02,333350.0
Yuma Sun,,Hell,,Oleana,,2016-05-17 14:27:09,173197.0
Yuma Sun,,Hell,,Wormwood,,2016-05-17 14:24:28,160741.0
Yuma Sun,,Hell,,Could This Be Hell?,,2016-05-17 14:20:48,219923.0
Yuma Sun,,Hell,,Save Our Souls,,2016-05-17 14:17:47,181306.0
Yuma Sun,,Hell,,Perdition,,2016-05-17 14:14:25,201943.0
Yuma Sun,,Hell,,The Undertaker's Song,,2016-05-17 14:12:55,89878.0
Yuma Sun,,Hell,,Gospel Crossfire,,2016-05-17 14:08:00,294464.0
Yuma Sun,,Hell,,Rose,,2016-05-17 14:01:08,242679.0
Yuma Sun,,Hell,,Third Revelation,,2016-05-17 13:58:01,187106.0
Yuma Sun,,Hell,,They Are Gone,,2016-05-17 13:52:33,329062.0
Archie Bronson Outfit,8d274abf-23f7-48bf-bc88-0756948a79a2,Derdang Derdang,2df3a01a-c35d-3795-ba46-61031e8cb14f,Harp For My Sweetheart,a89791c1-f3f5-4e41-9343-66c0e73d20b3,2016-05-17 13:50:04,136400.0
Archie Bronson Outfit,8d274abf-23f7-48bf-bc88-0756948a79a2,Derdang Derdang,2df3a01a-c35d-3795-ba46-61031e8cb14f,Rituals,4aba93a0-bd28-415a-a3a0-a7794cee904b,2016-05-17 13:35:45,202293.0
Archie Bronson Outfit,8d274abf-23f7-48bf-bc88-0756948a79a2,Derdang Derdang,2df3a01a-c35d-3795-ba46-61031e8cb14f,how i sang dang,d5288a1d-93ed-4ded-a75f-2c460b727177,2016-05-17 13:31:58,226853.0
Archie Bronson Outfit,8d274abf-23f7-48bf-bc88-0756948a79a2,Derdang Derdang,2df3a01a-c35d-3795-ba46-61031e8cb14f,jab jab,140646de-7589-436a-8d4d-9d07d4a204cb,2016-05-17 13:29:05,173120.0
Archie Bronson Outfit,8d274abf-23f7-48bf-bc88-0756948a79a2,Derdang Derdang,2df3a01a-c35d-3795-ba46-61031e8cb14f,cuckoo,4ac85a9f-e56e-48e9-b98c-b566858f2b1c,2016-05-17 13:24:55,250653.0
Archie Bronson Outfit,8d274abf-23f7-48bf-bc88-0756948a79a2,Derdang Derdang,2df3a01a-c35d-3795-ba46-61031e8cb14f,modern lovers,6e3f9d1b-33ec-468a-8445-51648258fe90,2016-05-17 13:21:34,200760.0
Archie Bronson Outfit,8d274abf-23f7-48bf-bc88-0756948a79a2,Derdang Derdang,2df3a01a-c35d-3795-ba46-61031e8cb14f,dead funny,4fe530fa-e103-4bd7-87f9-966b5693e564,2016-05-17 13:17:21,252946.0
Archie Bronson Outfit,8d274abf-23f7-48bf-bc88-0756948a79a2,Derdang Derdang,2df3a01a-c35d-3795-ba46-61031e8cb14f,got to get (your eyes),277d9d12-09f6-4878-ac59-3b50caee7211,2016-05-17 13:11:59,194746.0
Archie Bronson Outfit,8d274abf-23f7-48bf-bc88-0756948a79a2,Derdang Derdang,2df3a01a-c35d-3795-ba46-61031e8cb14f,Dart For My Sweetheart,46a9e569-4ffb-4c87-92d0-b549456d0798,2016-05-17 13:07:29,270400.0
Archie Bronson Outfit,8d274abf-23f7-48bf-bc88-0756948a79a2,Derdang Derdang,2df3a01a-c35d-3795-ba46-61031e8cb14f,kink,71db52db-e503-45e1-a912-34d91caee9c3,2016-05-17 13:04:46,163120.0
Archie Bronson Outfit,8d274abf-23f7-48bf-bc88-0756948a79a2,Derdang Derdang,2df3a01a-c35d-3795-ba46-61031e8cb14f,Cherry Lips,4113f224-f0cc-4762-b1fd-cea414119b60,2016-05-17 12:44:15,257466.0
The Happy Mess,8041d81b-6b41-4c9c-b763-edd8f60c11ff,Songs From The Backyard,,The Blind Man,,2016-05-17 09:29:48,473841.0
The Happy Mess,8041d81b-6b41-4c9c-b763-edd8f60c11ff,Songs From The Backyard,,Blue Li,,2016-05-17 09:25:59,228733.0
The Happy Mess,8041d81b-6b41-4c9c-b763-edd8f60c11ff,Songs From The Backyard,,Shooting In The Dark,,2016-05-17 09:21:34,264560.0
The Happy Mess,8041d81b-6b41-4c9c-b763-edd8f60c11ff,Songs From The Backyard,,Love Song,,2016-05-17 09:18:23,191185.0
The Happy Mess,8041d81b-6b41-4c9c-b763-edd8f60c11ff,Songs From The Backyard,,Backyard Girl,,2016-05-17 09:14:30,232843.0
The Happy Mess,8041d81b-6b41-4c9c-b763-edd8f60c11ff,Songs From The Backyard,,Kissing Mirrors,,2016-05-17 09:10:57,213180.0
The Happy Mess,8041d81b-6b41-4c9c-b763-edd8f60c11ff,Songs From The Backyard,,Homeland,,2016-05-17 09:07:52,185248.0
The Happy Mess,8041d81b-6b41-4c9c-b763-edd8f60c11ff,Songs From The Backyard,,Sorrows Av.,,2016-05-17 09:03:29,262617.0
The Happy Mess,8041d81b-6b41-4c9c-b763-edd8f60c11ff,Songs From The Backyard,,Morning Sun,,2016-05-17 08:59:52,217182.0
The Happy Mess,8041d81b-6b41-4c9c-b763-edd8f60c11ff,Songs From The Backyard,,Miss Conversation,,2016-05-17 08:55:12,212802.0
The Happy Mess,8041d81b-6b41-4c9c-b763-edd8f60c11ff,Songs From The Backyard,,Maryland,,2016-05-17 08:51:15,237467.0
Saybia,3bd91c1d-495e-444e-bd94-19007c47cac2,These Are The Days,a6c55722-88da-4b4e-a6a2-f95b1d2014ba,Untitled,,2016-05-17 08:32:19,1042693.0
Saybia,3bd91c1d-495e-444e-bd94-19007c47cac2,These Are The Days,a6c55722-88da-4b4e-a6a2-f95b1d2014ba,It's OK Love,bc07bd5e-a0b5-4ebf-8ccd-a2cc21efd156,2016-05-17 08:23:09,285040.0
Saybia,3bd91c1d-495e-444e-bd94-19007c47cac2,These Are The Days,a6c55722-88da-4b4e-a6a2-f95b1d2014ba,Stranded,9e30f717-3cc0-4f34-8caf-6344c70eb2ed,2016-05-17 08:17:43,325893.0
Saybia,3bd91c1d-495e-444e-bd94-19007c47cac2,These Are The Days,a6c55722-88da-4b4e-a6a2-f95b1d2014ba,The Haunted House On The Hill,8aff1164-82ad-4551-b17c-119616b2895f,2016-05-17 08:12:52,291640.0
Saybia,3bd91c1d-495e-444e-bd94-19007c47cac2,These Are The Days,a6c55722-88da-4b4e-a6a2-f95b1d2014ba,Flags,55941d31-f381-4669-af3e-eed7cfe239a8,2016-05-17 08:08:46,245160.0
Saybia,3bd91c1d-495e-444e-bd94-19007c47cac2,These Are The Days,a6c55722-88da-4b4e-a6a2-f95b1d2014ba,Soul United,732a7bb8-a61d-4635-8305-27f512a9a161,2016-05-17 08:04:14,272240.0
Saybia,3bd91c1d-495e-444e-bd94-19007c47cac2,These Are The Days,a6c55722-88da-4b4e-a6a2-f95b1d2014ba,We Almost Made It,d0376caa-25b8-42d7-9418-e660822f79fe,2016-05-17 08:00:21,232933.0
Saybia,3bd91c1d-495e-444e-bd94-19007c47cac2,These Are The Days,a6c55722-88da-4b4e-a6a2-f95b1d2014ba,Guardian Angel,0b1b8be0-44dc-4bfe-a157-0e79192ae851,2016-05-17 07:56:08,252760.0
Saybia,3bd91c1d-495e-444e-bd94-19007c47cac2,These Are The Days,a6c55722-88da-4b4e-a6a2-f95b1d2014ba,I Surrender,44a61686-1198-4f94-9bf5-9954e509dcb1,2016-05-17 07:52:29,219000.0
Saybia,3bd91c1d-495e-444e-bd94-19007c47cac2,These Are The Days,a6c55722-88da-4b4e-a6a2-f95b1d2014ba,Bend The Rules,04469545-4045-4336-b938-3725c323c510,2016-05-17 07:49:03,206733.0
Saybia,3bd91c1d-495e-444e-bd94-19007c47cac2,These Are The Days,a6c55722-88da-4b4e-a6a2-f95b1d2014ba,Brilliant Sky,8b77b6cc-3bf6-4456-b661-f45da030f460,2016-05-17 07:45:17,226400.0
Joe Strummer,af4ea2a3-c54d-40b4-8120-a1f0b838ad54,Streetcore,,Before I Grow Too Old,,2016-05-17 07:32:19,158933.0
Joe Strummer,af4ea2a3-c54d-40b4-8120-a1f0b838ad54,Streetcore,,Midnight Jam,,2016-05-17 07:26:29,350173.0
Joe Strummer,af4ea2a3-c54d-40b4-8120-a1f0b838ad54,Streetcore,,Burning Streets,,2016-05-17 07:21:57,272160.0
Joe Strummer,af4ea2a3-c54d-40b4-8120-a1f0b838ad54,Streetcore,,All In a Day,,2016-05-17 07:14:39,295533.0
Joe Strummer,af4ea2a3-c54d-40b4-8120-a1f0b838ad54,Streetcore,,Redemption Song,,2016-05-17 07:11:11,208266.0
Joe Strummer,af4ea2a3-c54d-40b4-8120-a1f0b838ad54,Streetcore,,Ramshackle Day Parade,,2016-05-17 07:07:08,242706.0
Joe Strummer,af4ea2a3-c54d-40b4-8120-a1f0b838ad54,Streetcore,,Arms Aloft In Aberdeen,,2016-05-17 07:03:20,227493.0
Joe Strummer,af4ea2a3-c54d-40b4-8120-a1f0b838ad54,Streetcore,,The long shadow,,2016-05-17 06:54:43,214400.0
Joe Strummer,af4ea2a3-c54d-40b4-8120-a1f0b838ad54,Streetcore,,Get Down Moses,,2016-05-17 06:49:38,305173.0
Joe Strummer,af4ea2a3-c54d-40b4-8120-a1f0b838ad54,Streetcore,,Coma Girl,,2016-05-17 06:45:51,228026.0
Dry the River,6ba50c3f-a167-4d2a-9dec-5127edba2584,Alarms in the Heart,bca614b2-7988-45a4-996b-576a4211971b,Hope Diamond,34d16d5b-ee8b-4fb8-b07a-c617154b9f8d,2016-05-17 06:36:47,664240.0
Dry the River,6ba50c3f-a167-4d2a-9dec-5127edba2584,Alarms in the Heart,bca614b2-7988-45a4-996b-576a4211971b,Vessel,1fce0ebd-2bf4-46e9-bbf5-cc846098ea29,2016-05-17 06:31:35,312133.0
Dry the River,6ba50c3f-a167-4d2a-9dec-5127edba2584,Alarms in the Heart,bca614b2-7988-45a4-996b-576a4211971b,Everlasting Light,4940abe9-5eea-4711-9931-00a48fc107ae,2016-05-17 06:28:20,194866.0
Dry the River,6ba50c3f-a167-4d2a-9dec-5127edba2584,Alarms in the Heart,bca614b2-7988-45a4-996b-576a4211971b,Rollerskate,110f3310-c03f-4f7f-854a-3dd90368dd27,2016-05-17 05:49:15,200400.0
Dry the River,6ba50c3f-a167-4d2a-9dec-5127edba2584,Alarms in the Heart,bca614b2-7988-45a4-996b-576a4211971b,Gethsemane,8712d819-9f6e-4710-b7e2-357cd3fa179a,2016-05-17 05:45:05,250226.0
Dry the River,6ba50c3f-a167-4d2a-9dec-5127edba2584,Alarms in the Heart,bca614b2-7988-45a4-996b-576a4211971b,It was love that laid us low,b89e4fec-7169-4298-ae39-62dd461063f5,2016-05-17 05:41:27,218186.0
Dry the River,6ba50c3f-a167-4d2a-9dec-5127edba2584,Alarms in the Heart,bca614b2-7988-45a4-996b-576a4211971b,Med School,2c8b4a0d-40ab-4aa8-8f1b-871025ad3dcb,2016-05-17 05:37:49,218280.0
Dry the River feat. Emma Pollock,,Alarms in the Heart,,Roman Candle,,2016-05-17 05:33:58,231000.0
Dry the River,6ba50c3f-a167-4d2a-9dec-5127edba2584,Alarms in the Heart,bca614b2-7988-45a4-996b-576a4211971b,Hidden Hand,524c00c3-3496-4663-a474-14f705285c56,2016-05-17 05:30:20,217906.0
Dry the River,6ba50c3f-a167-4d2a-9dec-5127edba2584,Alarms in the Heart,bca614b2-7988-45a4-996b-576a4211971b,Alarms in the Heart,e3649c11-3bdb-4bb6-a1a2-3d1d4afc3fd3,2016-05-17 05:26:54,207213.0
Colour Haze,028505e2-3cfb-477d-b58d-5c2cfebe85c8,Colour Haze,f892d319-e529-4dac-8aab-5d15f0afd6be,Flowers,e6f3f587-f013-40e6-8cf5-c47ab1235946,2016-05-17 05:18:52,438813.0
Colour Haze,028505e2-3cfb-477d-b58d-5c2cfebe85c8,Colour Haze,f892d319-e529-4dac-8aab-5d15f0afd6be,"Peace, Brothers & Sisters!",f3a8a988-800c-42a5-b56f-9fb9abd94f9e,2016-05-16 21:56:50,1331333.0
Colour Haze,028505e2-3cfb-477d-b58d-5c2cfebe85c8,Colour Haze,f892d319-e529-4dac-8aab-5d15f0afd6be,Solitude,dc7f8f42-e804-4e53-b9ff-4a71454a92c9,2016-05-16 21:53:05,225120.0
Colour Haze,028505e2-3cfb-477d-b58d-5c2cfebe85c8,Colour Haze,f892d319-e529-4dac-8aab-5d15f0afd6be,Love,6a4acade-1b99-4c1a-a754-c6e3935a14c1,2016-05-16 21:43:45,560066.0
Colour Haze,028505e2-3cfb-477d-b58d-5c2cfebe85c8,Colour Haze,f892d319-e529-4dac-8aab-5d15f0afd6be,Did el it,,2016-05-16 21:41:27,138213.0
Colour Haze,028505e2-3cfb-477d-b58d-5c2cfebe85c8,Colour Haze,f892d319-e529-4dac-8aab-5d15f0afd6be,Tao Nr. 43,60a98591-1546-4464-ab08-18a6bcf36a38,2016-05-16 21:36:00,326693.0
Colour Haze,028505e2-3cfb-477d-b58d-5c2cfebe85c8,Colour Haze,f892d319-e529-4dac-8aab-5d15f0afd6be,Mountain,b7788488-99f1-49e7-b2bf-73e81e0399d3,2016-05-16 21:29:23,397813.0
Pilot Speed,f61ee33b-7af7-4b8c-97ee-e367db596b4f,Into The West,bcd9275c-d656-4b63-9a88-fab04b4ab7f4,Into The West,e03bbf7b-d1ce-4527-a16b-14ff2c51370e,2016-05-16 21:21:49,333173.0
Pilot Speed,f61ee33b-7af7-4b8c-97ee-e367db596b4f,Into The West,bcd9275c-d656-4b63-9a88-fab04b4ab7f4,Hold The Line,8977fd2b-761d-4eb7-be5e-43c83da95b8a,2016-05-16 21:17:26,263453.0
Pilot Speed,f61ee33b-7af7-4b8c-97ee-e367db596b4f,Into The West,bcd9275c-d656-4b63-9a88-fab04b4ab7f4,Ambulance,91fc2c7b-df96-4076-9e76-cefef52f33a1,2016-05-16 21:13:04,262093.0
Pilot Speed,f61ee33b-7af7-4b8c-97ee-e367db596b4f,Into The West,bcd9275c-d656-4b63-9a88-fab04b4ab7f4,Alright,d2a59bda-a55f-4452-8a21-76cb14943edc,2016-05-16 21:07:56,307933.0
Pilot Speed,f61ee33b-7af7-4b8c-97ee-e367db596b4f,Into The West,bcd9275c-d656-4b63-9a88-fab04b4ab7f4,Into Your Hideout,eae09fe1-cc00-4c2b-ac36-d2c38f7d8ce6,2016-05-16 21:04:02,234306.0
Pilot Speed,f61ee33b-7af7-4b8c-97ee-e367db596b4f,Into The West,bcd9275c-d656-4b63-9a88-fab04b4ab7f4,Turn The Lights On,5c593ed1-351e-44fe-b2b5-20c6ca5ba52c,2016-05-16 20:59:29,272213.0
Pilot Speed,f61ee33b-7af7-4b8c-97ee-e367db596b4f,Into The West,bcd9275c-d656-4b63-9a88-fab04b4ab7f4,I Won't Blame You,a18740a8-73a7-4510-b28c-9dbf45e52c97,2016-05-16 20:55:32,237546.0
Pilot Speed,f61ee33b-7af7-4b8c-97ee-e367db596b4f,Into The West,bcd9275c-d656-4b63-9a88-fab04b4ab7f4,Don't Stare,fda37d79-8141-446e-af5e-35cecdcfd293,2016-05-16 20:47:22,489800.0
Pilot Speed,f61ee33b-7af7-4b8c-97ee-e367db596b4f,Into The West,bcd9275c-d656-4b63-9a88-fab04b4ab7f4,Over-Ground,7d8e3575-3022-4839-999a-e8ea9743035e,2016-05-16 20:42:28,293973.0
Pilot Speed,f61ee33b-7af7-4b8c-97ee-e367db596b4f,Into The West,bcd9275c-d656-4b63-9a88-fab04b4ab7f4,A Kind Of Hope,5daeb7c3-d94d-446b-b7ae-33a40539013d,2016-05-16 20:38:07,261079.0
Pilot Speed,f61ee33b-7af7-4b8c-97ee-e367db596b4f,Into The West,bcd9275c-d656-4b63-9a88-fab04b4ab7f4,Barely Listening,0be6249b-4b2e-494f-9677-c1f2df831470,2016-05-16 20:34:04,242866.0
Pilot Speed,f61ee33b-7af7-4b8c-97ee-e367db596b4f,Into The West,bcd9275c-d656-4b63-9a88-fab04b4ab7f4,Knife-Grey Sea,b96605b1-a7b8-4a9d-b32f-9ab6f49a25c1,2016-05-16 20:05:05,296453.0
Steve Miller Band,e57f0cac-4f56-473c-8d7e-d93f753fd586,Fly Like An Eagle,29025146-1efd-4637-b939-d06340499917,The Window,eed51e23-bd03-428d-b280-283ec44a40b2,2016-05-16 19:52:13,256933.0
Steve Miller Band,e57f0cac-4f56-473c-8d7e-d93f753fd586,Fly Like An Eagle,29025146-1efd-4637-b939-d06340499917,Sweet Maree,b539ff07-3992-414b-99d2-9ed264107c75,2016-05-16 19:47:56,258623.0
Steve Miller Band,e57f0cac-4f56-473c-8d7e-d93f753fd586,Fly Like An Eagle,29025146-1efd-4637-b939-d06340499917,Blue Odyssey,8693b4d3-766b-4bf9-a86a-fe23bb0de165,2016-05-16 19:47:05,53400.0
Steve Miller Band,e57f0cac-4f56-473c-8d7e-d93f753fd586,Fly Like An Eagle,29025146-1efd-4637-b939-d06340499917,You Send Me,159de0f5-8952-4f6d-848f-ade0ac0fabdc,2016-05-16 19:44:23,162360.0
Steve Miller Band,e57f0cac-4f56-473c-8d7e-d93f753fd586,Fly Like An Eagle,29025146-1efd-4637-b939-d06340499917,Rock 'n Me,878c1503-d59f-4b0a-8bc3-3744f1cd1411,2016-05-16 19:41:16,188000.0
Steve Miller Band,e57f0cac-4f56-473c-8d7e-d93f753fd586,Fly Like An Eagle,29025146-1efd-4637-b939-d06340499917,Take The Money And Run,51cb5da7-fff2-4201-ab9a-ef2ea189e54b,2016-05-16 19:37:09,171853.0
Steve Miller Band,e57f0cac-4f56-473c-8d7e-d93f753fd586,Fly Like An Eagle,29025146-1efd-4637-b939-d06340499917,Mercury Blues,595253da-9175-443d-80f6-4c85c308d1ea,2016-05-16 19:33:26,223026.0
Steve Miller Band,e57f0cac-4f56-473c-8d7e-d93f753fd586,Fly Like An Eagle,29025146-1efd-4637-b939-d06340499917,"Dance, Dance, Dance",8f9bf9fc-cd7a-49b1-a0c2-85a99b578b26,2016-05-16 19:31:09,138760.0
Steve Miller Band,e57f0cac-4f56-473c-8d7e-d93f753fd586,Fly Like An Eagle,29025146-1efd-4637-b939-d06340499917,Serenade,1157c586-0e5b-43b9-9ca9-7a40d4fae271,2016-05-16 19:27:58,194560.0
Steve Miller Band,e57f0cac-4f56-473c-8d7e-d93f753fd586,Fly Like An Eagle,29025146-1efd-4637-b939-d06340499917,Wild Mountain Honey,af8395aa-8a40-4979-a9f6-df27478a457e,2016-05-16 19:16:47,293546.0
Steve Miller Band,e57f0cac-4f56-473c-8d7e-d93f753fd586,Fly Like An Eagle,29025146-1efd-4637-b939-d06340499917,Fly Like an Eagle,1e4f9c94-79d0-4b38-99a9-a19ef8fc90d9,2016-05-16 19:12:05,282693.0
Steve Miller Band,e57f0cac-4f56-473c-8d7e-d93f753fd586,Fly Like An Eagle,29025146-1efd-4637-b939-d06340499917,Space Intro,f9fdaed6-dc03-4e83-861d-3e0e5b770623,2016-05-16 19:10:50,74160.0
Seasick Steve,231ff972-4e8e-4157-95e2-12f963cb478c,Sonic Soul Surfer,,Heart Full Of Scars,,2016-05-16 19:02:38,250400.0
Seasick Steve,231ff972-4e8e-4157-95e2-12f963cb478c,Sonic Soul Surfer,,Your Name,,2016-05-16 18:54:00,418840.0
Seasick Steve,231ff972-4e8e-4157-95e2-12f963cb478c,Sonic Soul Surfer,,We Be Moving,,2016-05-16 18:48:38,321426.0
Seasick Steve,231ff972-4e8e-4157-95e2-12f963cb478c,Sonic Soul Surfer,,Barracuda '68,,2016-05-16 18:44:17,261733.0
Seasick Steve,231ff972-4e8e-4157-95e2-12f963cb478c,Sonic Soul Surfer,,Right On Time,,2016-05-16 18:40:56,201080.0
Seasick Steve,231ff972-4e8e-4157-95e2-12f963cb478c,Sonic Soul Surfer,,Sonic Soul Boogie,,2016-05-16 18:35:34,321586.0
Seasick Steve,231ff972-4e8e-4157-95e2-12f963cb478c,Sonic Soul Surfer,,Swamp Dog,,2016-05-16 18:30:42,292320.0
Seasick Steve,231ff972-4e8e-4157-95e2-12f963cb478c,Sonic Soul Surfer,,Summertime Boy,,2016-05-16 18:26:46,235640.0
Seasick Steve,231ff972-4e8e-4157-95e2-12f963cb478c,Sonic Soul Surfer,,In Peaceful Dreams,,2016-05-16 18:24:03,163000.0
Seasick Steve,231ff972-4e8e-4157-95e2-12f963cb478c,Sonic Soul Surfer,,Dog Gonna Play,,2016-05-16 18:18:46,317293.0
Seasick Steve,231ff972-4e8e-4157-95e2-12f963cb478c,Sonic Soul Surfer,,Bring It On,,2016-05-16 18:08:57,226853.0
Seasick Steve,231ff972-4e8e-4157-95e2-12f963cb478c,Sonic Soul Surfer,,Roy's Gang,,2016-05-16 18:02:51,367346.0
Bert Jansch,d7f95537-2b48-403d-9ac2-f1fc7aad0960,Bert Jansch,d3714c53-206d-30c6-8235-46da0b11e92c,Angie,f7a19a1f-f9ed-43d5-a6ce-f78e54ad0bc1,2016-05-16 17:51:42,189733.0
Bert Jansch,d7f95537-2b48-403d-9ac2-f1fc7aad0960,Bert Jansch,d3714c53-206d-30c6-8235-46da0b11e92c,Dreams of Love,4a42ee85-fcb0-4460-bc70-f5686480a559,2016-05-16 17:50:02,104640.0
Bert Jansch,d7f95537-2b48-403d-9ac2-f1fc7aad0960,Bert Jansch,d3714c53-206d-30c6-8235-46da0b11e92c,Casbah,9eb66ddb-5a39-49cf-a684-5f4a6884d3fa,2016-05-16 17:30:57,130400.0
Bert Jansch,d7f95537-2b48-403d-9ac2-f1fc7aad0960,Bert Jansch,d3714c53-206d-30c6-8235-46da0b11e92c,Courting Blues,4a658b93-c684-4e21-a30f-2ab25502db78,2016-05-16 17:27:00,242066.0
Bert Jansch,d7f95537-2b48-403d-9ac2-f1fc7aad0960,Bert Jansch,d3714c53-206d-30c6-8235-46da0b11e92c,Running From Home,a89ec85c-df20-466a-aeaf-822763390aea,2016-05-16 15:44:08,144400.0
Bert Jansch,d7f95537-2b48-403d-9ac2-f1fc7aad0960,Bert Jansch,d3714c53-206d-30c6-8235-46da0b11e92c,Alice's Wonderland,d8a28141-41b4-4b77-b663-7ef96533e72a,2016-05-16 15:42:25,106560.0
Bert Jansch,d7f95537-2b48-403d-9ac2-f1fc7aad0960,Bert Jansch,d3714c53-206d-30c6-8235-46da0b11e92c,Finches,8600b216-ca26-49e6-bb9a-276e96d28dc5,2016-05-16 15:41:37,51040.0
Bert Jansch,d7f95537-2b48-403d-9ac2-f1fc7aad0960,Bert Jansch,d3714c53-206d-30c6-8235-46da0b11e92c,I Have No Time,b9c1848b-0ba0-4e50-aabb-77c19f9a676e,2016-05-16 15:38:32,189426.0
Bert Jansch,d7f95537-2b48-403d-9ac2-f1fc7aad0960,Bert Jansch,d3714c53-206d-30c6-8235-46da0b11e92c,Oh How Your Love Is Strong,0fb35539-e546-496b-8433-0c0d02da2857,2016-05-16 15:34:56,220066.0
Bert Jansch,d7f95537-2b48-403d-9ac2-f1fc7aad0960,Bert Jansch,d3714c53-206d-30c6-8235-46da0b11e92c,Smokey River,98198ec0-dd0a-477b-b649-ba8395ad5aed,2016-05-16 15:32:05,176400.0
Bert Jansch,d7f95537-2b48-403d-9ac2-f1fc7aad0960,Bert Jansch,d3714c53-206d-30c6-8235-46da0b11e92c,Strolling Down the Highway,3671270d-018d-45ed-a8d4-5cd5c1fcdebf,2016-05-16 15:29:03,186800.0
Fever Ray,f7df5df4-4dfa-459d-972b-1ba051c15ddc,Fever Ray (Deluxe),,Here Before,97dd5951-1e58-4daf-953b-5e9498dabf5e,2016-05-16 15:21:55,195653.0
Fever Ray,f7df5df4-4dfa-459d-972b-1ba051c15ddc,Fever Ray (Deluxe),,Stranger Than Kindness,b7a32270-ffba-4514-8b47-de57bbcb15a5,2016-05-16 15:16:54,302920.0
Fever Ray,f7df5df4-4dfa-459d-972b-1ba051c15ddc,Fever Ray (Deluxe),,Coconut,4942cea8-a4b6-4f3a-8ba4-64a7af39dbb2,2016-05-16 15:10:08,408413.0
Fever Ray,f7df5df4-4dfa-459d-972b-1ba051c15ddc,Fever Ray (Deluxe),,Keep the Streets Empty for Me,f6e286e2-c99b-4608-bd5f-5901855a3cd1,2016-05-16 15:04:31,339706.0
Fever Ray,f7df5df4-4dfa-459d-972b-1ba051c15ddc,Fever Ray (Deluxe),,I'm Not Done,6414ab45-9289-4a73-9ad0-0e1d1fc0bea9,2016-05-16 15:00:13,259680.0
Fever Ray,f7df5df4-4dfa-459d-972b-1ba051c15ddc,Fever Ray (Deluxe),,Now's the Only Time I Know,063d7c17-f4fe-429d-ae95-cc603e10f25c,2016-05-16 14:56:15,239186.0
Fever Ray,f7df5df4-4dfa-459d-972b-1ba051c15ddc,Fever Ray (Deluxe),,Concrete Walls,bebe3b5a-9e59-449a-b650-099fff9757cf,2016-05-16 14:50:37,340133.0
Fever Ray,f7df5df4-4dfa-459d-972b-1ba051c15ddc,Fever Ray (Deluxe),,Triangle Walks,d8551f3a-d57c-471e-9480-09da609c2e83,2016-05-16 14:46:15,262520.0
Fever Ray,f7df5df4-4dfa-459d-972b-1ba051c15ddc,Fever Ray (Deluxe),,Seven,57788eb8-c221-4ca0-b0b0-2fe7da11de23,2016-05-16 14:41:06,310346.0
